Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
V. Pleasant Prairie|Wards 4,5|4,5|State Referendum|No||98
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|REP|Donald J. Trump / JD Vance|415
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|DEM|Kamala D. Harris / Tim Walz|273
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|5
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|3
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|2
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|CON|Randall Terry / Stephen Broden|1
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|JFA|Cornel West / Melina Abdullah|1
V. Pleasant Prairie|Wards 6,7,17|6,7,17|President / Vice President|Write-In||2
V. Pleasant Prairie|Wards 6,7,17|6,7,17|United States Senator|REP|Eric Hovde|394
V. Pleasant Prairie|Wards 6,7,17|6,7,17|United States Senator|DEM|Tammy Baldwin|276
V. Pleasant Prairie|Wards 6,7,17|6,7,17|United States Senator|AFT|Thomas Leager|12
V. Pleasant Prairie|Wards 6,7,17|6,7,17|United States Senator|DTC|Phil Anderson|10
V. Pleasant Prairie|Wards 6,7,17|6,7,17|United States Senator|Write-In||2
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative in Congress|REP|Bryan Steil|403
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative in Congress|DEM|Peter Barca|267
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative in Congress|GRN|Chester Todd, Jr.|19
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative in Congress|Write-In||1
V. Pleasant Prairie|Wards 6,7,17|6,7,17|State Senator District 22|DEM|Robert W. Wirch|459
V. Pleasant Prairie|Wards 6,7,17|6,7,17|State Senator District 22|Write-In||28
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative to the Assembly District 65|REP|Brian Gonzales|400
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative to the Assembly District 65|DEM|Ben DeSmidt|272
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Representative to the Assembly District 65|Write-In||2
V. Pleasant Prairie|Wards 6,7,17|6,7,17|District Attorney|REP|Xavier Solis|373
V. Pleasant Prairie|Wards 6,7,17|6,7,17|District Attorney|DEM|Carli McNeill|296
V. Pleasant Prairie|Wards 6,7,17|6,7,17|District Attorney|Write-In||1
V. Pleasant Prairie|Wards 6,7,17|6,7,17|County Clerk|DEM|Regi Waligora|448
V. Pleasant Prairie|Wards 6,7,17|6,7,17|County Clerk|Write-In||27
V. Pleasant Prairie|Wards 6,7,17|6,7,17|County Treasurer|DEM|Teri Jacobson|444
V. Pleasant Prairie|Wards 6,7,17|6,7,17|County Treasurer|Write-In||26
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Register of Deeds|DEM|Jennifer Mack|452
V. Pleasant Prairie|Wards 6,7,17|6,7,17|Register of Deeds|Write-In||24
V. Pleasant Prairie|Wards 6,7,17|6,7,17|State Referendum|Yes||533
V. Pleasant Prairie|Wards 6,7,17|6,7,17|State Referendum|No||129
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|REP|Donald J. Trump / JD Vance|741
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|DEM|Kamala D. Harris / Tim Walz|436
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|10
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|GRN|Jill Stein / Rudolph Ware|9
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|3
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|2
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|JFA|Cornel West / Melina Abdullah|1
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|CON|Randall Terry / Stephen Broden|1
V. Pleasant Prairie|Wards 8-11|8-11|President / Vice President|Write-In||4
V. Pleasant Prairie|Wards 8-11|8-11|United States Senator|REP|Eric Hovde|727
V. Pleasant Prairie|Wards 8-11|8-11|United States Senator|DEM|Tammy Baldwin|428
V. Pleasant Prairie|Wards 8-11|8-11|United States Senator|DTC|Phil Anderson|20
V. Pleasant Prairie|Wards 8-11|8-11|United States Senator|AFT|Thomas Leager|9
V. Pleasant Prairie|Wards 8-11|8-11|United States Senator|Write-In||5
V. Pleasant Prairie|Wards 8-11|8-11|Representative in Congress|REP|Bryan Steil|742
V. Pleasant Prairie|Wards 8-11|8-11|Representative in Congress|DEM|Peter Barca|408
V. Pleasant Prairie|Wards 8-11|8-11|Representative in Congress|GRN|Chester Todd, Jr.|24
V. Pleasant Prairie|Wards 8-11|8-11|Representative in Congress|Write-In||2
V. Pleasant Prairie|Wards 8-11|8-11|Representative to the Assembly District 32|REP|Amanda Nedweski|746
V. Pleasant Prairie|Wards 8-11|8-11|Representative to the Assembly District 32|DEM|Michael Dhindsa|412
V. Pleasant Prairie|Wards 8-11|8-11|Representative to the Assembly District 32|Write-In||2
V. Pleasant Prairie|Wards 8-11|8-11|District Attorney|REP|Xavier Solis|695
V. Pleasant Prairie|Wards 8-11|8-11|District Attorney|DEM|Carli McNeill|449
V. Pleasant Prairie|Wards 8-11|8-11|District Attorney|Write-In||4
V. Pleasant Prairie|Wards 8-11|8-11|County Clerk|DEM|Regi Waligora|783
V. Pleasant Prairie|Wards 8-11|8-11|County Clerk|Write-In||57
V. Pleasant Prairie|Wards 8-11|8-11|County Treasurer|DEM|Teri Jacobson|786
V. Pleasant Prairie|Wards 8-11|8-11|County Treasurer|Write-In||59
V. Pleasant Prairie|Wards 8-11|8-11|Register of Deeds|DEM|Jennifer Mack|793
V. Pleasant Prairie|Wards 8-11|8-11|Register of Deeds|Write-In||50
V. Pleasant Prairie|Wards 8-11|8-11|State Referendum|Yes||942
V. Pleasant Prairie|Wards 8-11|8-11|State Referendum|No||213
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|REP|Donald J. Trump / JD Vance|572
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|DEM|Kamala D. Harris / Tim Walz|430
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|9
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|GRN|Jill Stein / Rudolph Ware|6
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|4
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|JFA|Cornel West / Melina Abdullah|3
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Pleasant Prairie|Wards 12-14|12-14|President / Vice President|Write-In||0
V. Pleasant Prairie|Wards 12-14|12-14|United States Senator|REP|Eric Hovde|552
V. Pleasant Prairie|Wards 12-14|12-14|United States Senator|DEM|Tammy Baldwin|424
V. Pleasant Prairie|Wards 12-14|12-14|United States Senator|DTC|Phil Anderson|21
V. Pleasant Prairie|Wards 12-14|12-14|United States Senator|AFT|Thomas Leager|11
V. Pleasant Prairie|Wards 12-14|12-14|United States Senator|Write-In||2
V. Pleasant Prairie|Wards 12-14|12-14|Representative in Congress|REP|Bryan Steil|574
V. Pleasant Prairie|Wards 12-14|12-14|Representative in Congress|DEM|Peter Barca|406
V. Pleasant Prairie|Wards 12-14|12-14|Representative in Congress|GRN|Chester Todd, Jr.|25
V. Pleasant Prairie|Wards 12-14|12-14|Representative in Congress|Write-In||2
V. Pleasant Prairie|Wards 12-14|12-14|State Senator District 22|DEM|Robert W. Wirch|678
V. Pleasant Prairie|Wards 12-14|12-14|State Senator District 22|Write-In||60
V. Pleasant Prairie|Wards 12-14|12-14|Representative to the Assembly District 65|REP|Brian Gonzales|563
V. Pleasant Prairie|Wards 12-14|12-14|Representative to the Assembly District 65|DEM|Ben DeSmidt|413
V. Pleasant Prairie|Wards 12-14|12-14|Representative to the Assembly District 65|Write-In||2
V. Pleasant Prairie|Wards 12-14|12-14|District Attorney|REP|Xavier Solis|538
V. Pleasant Prairie|Wards 12-14|12-14|District Attorney|DEM|Carli McNeill|446
V. Pleasant Prairie|Wards 12-14|12-14|District Attorney|Write-In||0
V. Pleasant Prairie|Wards 12-14|12-14|County Clerk|DEM|Regi Waligora|687
V. Pleasant Prairie|Wards 12-14|12-14|County Clerk|Write-In||54
V. Pleasant Prairie|Wards 12-14|12-14|County Treasurer|DEM|Teri Jacobson|687
V. Pleasant Prairie|Wards 12-14|12-14|County Treasurer|Write-In||49
V. Pleasant Prairie|Wards 12-14|12-14|Register of Deeds|DEM|Jennifer Mack|685
V. Pleasant Prairie|Wards 12-14|12-14|Register of Deeds|Write-In||49
V. Pleasant Prairie|Wards 12-14|12-14|State Referendum|Yes||792
V. Pleasant Prairie|Wards 12-14|12-14|State Referendum|No||185
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|REP|Donald J. Trump / JD Vance|301
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|DEM|Kamala D. Harris / Tim Walz|191
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|6
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Pleasant Prairie|Wards 15,16|15,16|President / Vice President|Write-In||0
V. Pleasant Prairie|Wards 15,16|15,16|United States Senator|REP|Eric Hovde|291
V. Pleasant Prairie|Wards 15,16|15,16|United States Senator|DEM|Tammy Baldwin|196
V. Pleasant Prairie|Wards 15,16|15,16|United States Senator|DTC|Phil Anderson|9
V. Pleasant Prairie|Wards 15,16|15,16|United States Senator|AFT|Thomas Leager|6
V. Pleasant Prairie|Wards 15,16|15,16|United States Senator|Write-In||0
V. Pleasant Prairie|Wards 15,16|15,16|Representative in Congress|REP|Bryan Steil|300
V. Pleasant Prairie|Wards 15,16|15,16|Representative in Congress|DEM|Peter Barca|190
V. Pleasant Prairie|Wards 15,16|15,16|Representative in Congress|GRN|Chester Todd, Jr.|9
V. Pleasant Prairie|Wards 15,16|15,16|Representative in Congress|Write-In||1
V. Pleasant Prairie|Wards 15,16|15,16|Representative to the Assembly District 32|REP|Amanda Nedweski|306
V. Pleasant Prairie|Wards 15,16|15,16|Representative to the Assembly District 32|DEM|Michael Dhindsa|190
V. Pleasant Prairie|Wards 15,16|15,16|Representative to the Assembly District 32|Write-In||0
V. Pleasant Prairie|Wards 15,16|15,16|District Attorney|REP|Xavier Solis|283
V. Pleasant Prairie|Wards 15,16|15,16|District Attorney|DEM|Carli McNeill|211
V. Pleasant Prairie|Wards 15,16|15,16|District Attorney|Write-In||0
V. Pleasant Prairie|Wards 15,16|15,16|County Clerk|DEM|Regi Waligora|330
V. Pleasant Prairie|Wards 15,16|15,16|County Clerk|Write-In||28
V. Pleasant Prairie|Wards 15,16|15,16|County Treasurer|DEM|Teri Jacobson|330
V. Pleasant Prairie|Wards 15,16|15,16|County Treasurer|Write-In||29
V. Pleasant Prairie|Wards 15,16|15,16|Register of Deeds|DEM|Jennifer Mack|330
V. Pleasant Prairie|Wards 15,16|15,16|Register of Deeds|Write-In||27
V. Pleasant Prairie|Wards 15,16|15,16|State Referendum|Yes||396
V. Pleasant Prairie|Wards 15,16|15,16|State Referendum|No||87
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|REP|Donald J. Trump / JD Vance|2453
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|DEM|Kamala D. Harris / Tim Walz|1281
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|20
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|GRN|Jill Stein / Rudolph Ware|12
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|9
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|CON|Randall Terry / Stephen Broden|5
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|JFA|Cornel West / Melina Abdullah|4
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|2
V. Salem Lakes|Wards 1-6|1-6|President / Vice President|Write-In||10
V. Salem Lakes|Wards 1-6|1-6|United States Senator|REP|Eric Hovde|2364
V. Salem Lakes|Wards 1-6|1-6|United States Senator|DEM|Tammy Baldwin|1281
V. Salem Lakes|Wards 1-6|1-6|United States Senator|DTC|Phil Anderson|56
V. Salem Lakes|Wards 1-6|1-6|United States Senator|AFT|Thomas Leager|47
V. Salem Lakes|Wards 1-6|1-6|United States Senator|Write-In||4
V. Salem Lakes|Wards 1-6|1-6|Representative in Congress|REP|Bryan Steil|2513
V. Salem Lakes|Wards 1-6|1-6|Representative in Congress|DEM|Peter Barca|1162
V. Salem Lakes|Wards 1-6|1-6|Representative in Congress|GRN|Chester Todd, Jr.|59
V. Salem Lakes|Wards 1-6|1-6|Representative in Congress|Write-In||1
V. Salem Lakes|Wards 1-6|1-6|Representative to the Assembly District 32|REP|Amanda Nedweski|2486
V. Salem Lakes|Wards 1-6|1-6|Representative to the Assembly District 32|DEM|Michael Dhindsa|1185
V. Salem Lakes|Wards 1-6|1-6|Representative to the Assembly District 32|Write-In||5
V. Salem Lakes|Wards 1-6|1-6|District Attorney|REP|Xavier Solis|2328
V. Salem Lakes|Wards 1-6|1-6|District Attorney|DEM|Carli McNeill|1307
V. Salem Lakes|Wards 1-6|1-6|District Attorney|Write-In||5
V. Salem Lakes|Wards 1-6|1-6|County Clerk|DEM|Regi Waligora|2340
V. Salem Lakes|Wards 1-6|1-6|County Clerk|Write-In||189
V. Salem Lakes|Wards 1-6|1-6|County Treasurer|DEM|Teri Jacobson|2371
V. Salem Lakes|Wards 1-6|1-6|County Treasurer|Write-In||173
V. Salem Lakes|Wards 1-6|1-6|Register of Deeds|DEM|Jennifer Mack|2363
V. Salem Lakes|Wards 1-6|1-6|Register of Deeds|Write-In||150
V. Salem Lakes|Wards 1-6|1-6|State Referendum|Yes||2956
V. Salem Lakes|Wards 1-6|1-6|State Referendum|No||694
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|REP|Donald J. Trump / JD Vance|2199
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|DEM|Kamala D. Harris / Tim Walz|1007
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|17
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|14
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|GRN|Jill Stein / Rudolph Ware|9
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|CON|Randall Terry / Stephen Broden|5
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|JFA|Cornel West / Melina Abdullah|3
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Salem Lakes|Wards 7-10|7-10|President / Vice President|Write-In||6
V. Salem Lakes|Wards 7-10|7-10|United States Senator|REP|Eric Hovde|2099
V. Salem Lakes|Wards 7-10|7-10|United States Senator|DEM|Tammy Baldwin|1027
V. Salem Lakes|Wards 7-10|7-10|United States Senator|DTC|Phil Anderson|53
V. Salem Lakes|Wards 7-10|7-10|United States Senator|AFT|Thomas Leager|37
V. Salem Lakes|Wards 7-10|7-10|United States Senator|Write-In||3
V. Salem Lakes|Wards 7-10|7-10|Representative in Congress|REP|Bryan Steil|2228
V. Salem Lakes|Wards 7-10|7-10|Representative in Congress|DEM|Peter Barca|919
V. Salem Lakes|Wards 7-10|7-10|Representative in Congress|GRN|Chester Todd, Jr.|69
V. Salem Lakes|Wards 7-10|7-10|Representative in Congress|Write-In||2
V. Salem Lakes|Wards 7-10|7-10|Representative to the Assembly District 32|REP|Amanda Nedweski|2246
V. Salem Lakes|Wards 7-10|7-10|Representative to the Assembly District 32|DEM|Michael Dhindsa|926
V. Salem Lakes|Wards 7-10|7-10|Representative to the Assembly District 32|Write-In||2
V. Salem Lakes|Wards 7-10|7-10|District Attorney|REP|Xavier Solis|2112
V. Salem Lakes|Wards 7-10|7-10|District Attorney|DEM|Carli McNeill|1019
V. Salem Lakes|Wards 7-10|7-10|District Attorney|Write-In||2
V. Salem Lakes|Wards 7-10|7-10|County Clerk|DEM|Regi Waligora|2005
V. Salem Lakes|Wards 7-10|7-10|County Clerk|Write-In||177
V. Salem Lakes|Wards 7-10|7-10|County Treasurer|DEM|Teri Jacobson|2002
V. Salem Lakes|Wards 7-10|7-10|County Treasurer|Write-In||175
V. Salem Lakes|Wards 7-10|7-10|Register of Deeds|DEM|Jennifer Mack|1996
V. Salem Lakes|Wards 7-10|7-10|Register of Deeds|Write-In||164
V. Salem Lakes|Wards 7-10|7-10|State Referendum|Yes||2628
V. Salem Lakes|Wards 7-10|7-10|State Referendum|No||539
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|REP|Donald J. Trump / JD Vance|1262
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|DEM|Kamala D. Harris / Tim Walz|579
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|12
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|6
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|CON|Randall Terry / Stephen Broden|2
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Salem Lakes|Wards 11-13|11-13|President / Vice President|Write-In||3
V. Salem Lakes|Wards 11-13|11-13|United States Senator|REP|Eric Hovde|1207
V. Salem Lakes|Wards 11-13|11-13|United States Senator|DEM|Tammy Baldwin|595
V. Salem Lakes|Wards 11-13|11-13|United States Senator|DTC|Phil Anderson|31
V. Salem Lakes|Wards 11-13|11-13|United States Senator|AFT|Thomas Leager|18
V. Salem Lakes|Wards 11-13|11-13|United States Senator|Write-In||1
V. Salem Lakes|Wards 11-13|11-13|Representative in Congress|REP|Bryan Steil|1279
V. Salem Lakes|Wards 11-13|11-13|Representative in Congress|DEM|Peter Barca|522
V. Salem Lakes|Wards 11-13|11-13|Representative in Congress|GRN|Chester Todd, Jr.|38
V. Salem Lakes|Wards 11-13|11-13|Representative in Congress|Write-In||0
V. Salem Lakes|Wards 11-13|11-13|Representative to the Assembly District 32|REP|Amanda Nedweski|1265
V. Salem Lakes|Wards 11-13|11-13|Representative to the Assembly District 32|DEM|Michael Dhindsa|541
V. Salem Lakes|Wards 11-13|11-13|Representative to the Assembly District 32|Write-In||0
V. Salem Lakes|Wards 11-13|11-13|District Attorney|REP|Xavier Solis|1168
V. Salem Lakes|Wards 11-13|11-13|District Attorney|DEM|Carli McNeill|621
V. Salem Lakes|Wards 11-13|11-13|District Attorney|Write-In||1
V. Salem Lakes|Wards 11-13|11-13|County Clerk|DEM|Regi Waligora|1132
V. Salem Lakes|Wards 11-13|11-13|County Clerk|Write-In||89
V. Salem Lakes|Wards 11-13|11-13|County Treasurer|DEM|Teri Jacobson|1146
V. Salem Lakes|Wards 11-13|11-13|County Treasurer|Write-In||77
V. Salem Lakes|Wards 11-13|11-13|Register of Deeds|DEM|Jennifer Mack|1133
V. Salem Lakes|Wards 11-13|11-13|Register of Deeds|Write-In||72
V. Salem Lakes|Wards 11-13|11-13|State Referendum|Yes||1459
V. Salem Lakes|Wards 11-13|11-13|State Referendum|No||307
V. Somers|Wards 1-4|1-4|President / Vice President|REP|Donald J. Trump / JD Vance|924
V. Somers|Wards 1-4|1-4|President / Vice President|DEM|Kamala D. Harris / Tim Walz|782
V. Somers|Wards 1-4|1-4|President / Vice President|GRN|Jill Stein / Rudolph Ware|5
V. Somers|Wards 1-4|1-4|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
V. Somers|Wards 1-4|1-4|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|2
V. Somers|Wards 1-4|1-4|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
V. Somers|Wards 1-4|1-4|President / Vice President|CON|Randall Terry / Stephen Broden|0
V. Somers|Wards 1-4|1-4|President / Vice President|JFA|Cornel West / Melina Abdullah|0
V. Somers|Wards 1-4|1-4|President / Vice President|Write-In||3
V. Somers|Wards 1-4|1-4|United States Senator|REP|Eric Hovde|884
V. Somers|Wards 1-4|1-4|United States Senator|DEM|Tammy Baldwin|780
V. Somers|Wards 1-4|1-4|United States Senator|DTC|Phil Anderson|30
V. Somers|Wards 1-4|1-4|United States Senator|AFT|Thomas Leager|14
V. Somers|Wards 1-4|1-4|United States Senator|Write-In||0
V. Somers|Wards 1-4|1-4|Representative in Congress|REP|Bryan Steil|927
V. Somers|Wards 1-4|1-4|Representative in Congress|DEM|Peter Barca|753
V. Somers|Wards 1-4|1-4|Representative in Congress|GRN|Chester Todd, Jr.|21
V. Somers|Wards 1-4|1-4|Representative in Congress|Write-In||1
V. Somers|Wards 1-4|1-4|State Senator District 22|DEM|Robert W. Wirch|1095
